CDM_TBL,src_code,concept_code,src_vocab_code,vocabulary_id,domain_id,target_concept_id
OBS_GEN,3550001000004108,3550001000004108,SNOMED,SNOMED,Measurement,37174414
OBS_GEN,1287122001,1287122001,SNOMED,SNOMED,Observation,1244318
OBS_GEN,1279567004,1279567004,SNOMED,SNOMED,Measurement,37168200
OBS_GEN,1155932001,1155932001,SNOMED,SNOMED,Observation,607775
OBS_GEN,1285550009,1285550009,SNOMED,SNOMED,Measurement,37168701
OBS_GEN,911753711000004107,911753711000004107,SNOMED,SNOMED,Observation,619819
OBS_GEN,1279904001,1279904001,SNOMED,SNOMED,Measurement,37168398
OBS_GEN,396415001,396415001,SNOMED,SNOMED,Observation,4288930
OBS_GEN,1156433009,1156433009,SNOMED,SNOMED,Measurement,37160219
OBS_GEN,1286763005,1286763005,SNOMED,SNOMED,Observation,37159105
OBS_GEN,1286920001,1286920001,SNOMED,SNOMED,Observation,37154711
OBS_GEN,1287155006,1287155006,SNOMED,SNOMED,Measurement,1244332
OBS_GEN,3980001000004105,3980001000004105,SNOMED,SNOMED,Measurement,37174420
OBS_GEN,1285388005,1285388005,SNOMED,SNOMED,Measurement,37168648
OBS_GEN,1264483000,1264483000,SNOMED,SNOMED,Observation,37151602
OBS_GEN,1290349008,1290349008,SNOMED,SNOMED,Measurement,1244666
OBS_GEN,1290308008,1290308008,SNOMED,SNOMED,Measurement,1244644
OBS_GEN,1287171006,1287171006,SNOMED,SNOMED,Observation,1244337
OBS_GEN,1157093005,1157093005,SNOMED,SNOMED,Observation,37151834
OBS_GEN,396809007,396809007,SNOMED,SNOMED,Measurement,4245702
OBS_GEN,1268938001,1268938001,SNOMED,SNOMED,Observation,37158727
OBS_GEN,1285324009,1285324009,SNOMED,SNOMED,Observation,37159034
OBS_GEN,1149044001,1149044001,SNOMED,SNOMED,Observation,607064
OBS_GEN,1163261007,1163261007,SNOMED,SNOMED,Observation,37151965
OBS_GEN,1237281001,1237281001,SNOMED,SNOMED,Observation,37157948
OBS_GEN,1286755009,1286755009,SNOMED,SNOMED,Observation,37159099
OBS_GEN,911753631000004105,911753631000004105,SNOMED,SNOMED,Observation,619814
OBS_GEN,1286759003,1286759003,SNOMED,SNOMED,Measurement,37168814
